REGION,CATEGORY,TECHNOLOGY,AMOUNT (2020 USD MILLION),YEAR
Africa,Renewables,Multiple renewables,0.23,2007
Africa,Non-renewables,Fossil fuels n.e.s.,95.42,2017
Africa,Non-renewables,Nuclear,0.48,2012
Africa,Non-renewables,Nuclear,0,2014
Africa,Non-renewables,Nuclear,0,2016
Africa,Non-renewables,Nuclear,2.98,2017
Africa,Non-renewables,Nuclear,0.48,2017
Africa,Renewables,Solar energy,0.01,2000
Africa,Renewables,Solar energy,0.02,2000
Africa,Renewables,Solar energy,0,2016
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Solar energy,0,2020
Africa,Renewables,Solar energy,5.58,2020
Africa,Non-renewables,Fossil fuels n.e.s.,0.95,2020
Africa,Renewables,Wind energy,5.94,2020
Africa,Renewables,Wind energy,4.47,2020
Africa,Renewables,Wind energy,3.73,2019
Africa,Renewables,Multiple renewables,2.81,2019
Africa,Non-renewables,Fossil fuels n.e.s.,0.63,2019
Africa,Renewables,Multiple renewables,0.42,2019
Africa,Non-renewables,Fossil fuels n.e.s.,0.29,2013
Africa,Renewables,Multiple renewables,0.19,2009
Africa,Renewables,Multiple renewables,0.01,2009
Africa,Renewables,Multiple renewables,0.61,2006
Africa,Renewables,Multiple renewables,1.46,2007
Africa,Renewables,Multiple renewables,0.05,2008
Africa,Renewables,Multiple renewables,0.13,2019
Africa,Renewables,Multiple renewables,0.34,2003
Africa,Renewables,Multiple renewables,0.59,2007
Africa,Renewables,Multiple renewables,0.36,2008
Africa,Renewables,Multiple renewables,0.01,2008
Africa,Renewables,Multiple renewables,0.19,2009
Africa,Renewables,Solar energy,9.71,2009
Africa,Renewables,Multiple renewables,0,2009
Africa,Renewables,Multiple renewables,0.02,2009
Africa,Renewables,Wind energy,0.02,2020
Africa,Renewables,Multiple renewables,0.04,2013
Africa,Renewables,Multiple renewables,0.04,2018
Africa,Renewables,Multiple renewables,0.11,2016
Africa,Renewables,Solar energy,215.09,2018
Africa,Non-renewables,Nuclear,0.07,2011
Africa,Renewables,Multiple renewables,0,2001
Africa,Renewables,Multiple renewables,0.01,2000
Africa,Renewables,Multiple renewables,0.01,2007
Africa,Renewables,Wind energy,47.28,2011
Africa,Renewables,Solar energy,0.21,2016
Africa,Renewables,Solar energy,0.08,2016
Africa,Renewables,Solar energy,0.09,2017
Africa,Renewables,Solar energy,0.03,2008
Africa,Renewables,Solar energy,0.04,2015
Africa,Renewables,Solar energy,0.06,2015
Africa,Renewables,Solar energy,0.01,2016
Africa,Renewables,Solar energy,0.12,2010
Africa,Renewables,Solar energy,0.12,2018
Africa,Renewables,Wind energy,0.04,2018
Africa,Non-renewables,Fossil fuels n.e.s.,0.37,2018
Africa,Non-renewables,Fossil fuels n.e.s.,3.13,2018
Africa,Renewables,Solar energy,0.06,2008
Africa,Renewables,Multiple renewables,1.16,2019
Africa,Renewables,Multiple renewables,0.91,2010
Africa,Renewables,Solar energy,13.66,2020
Africa,Renewables,Solar energy,13.66,2011
Africa,Renewables,Solar energy,13.66,2018
Africa,Renewables,Solar energy,13.66,2010
Africa,Renewables,Solar energy,13.66,2011
Africa,Renewables,Solar energy,13.66,2009
Africa,Renewables,Multiple renewables,0.98,2009
Africa,Renewables,Multiple renewables,0.44,2007
Africa,Renewables,Multiple renewables,0.02,2007
Africa,Renewables,Wind energy,0.28,2006
Africa,Renewables,Wind energy,0.53,2011
Africa,Renewables,Multiple renewables,53.91,2014
Africa,Renewables,Multiple renewables,0.09,2014
Africa,Renewables,Solar energy,26.06,2016
Africa,Renewables,Solar energy,20.85,2016
Africa,Renewables,Solar energy,20.85,2015
Africa,Renewables,Wind energy,198.48,2015
Africa,Renewables,Solar energy,11.27,2015
Africa,Non-renewables,Fossil fuels n.e.s.,1,2015
Africa,Non-renewables,Fossil fuels n.e.s.,51.34,2015
Africa,Renewables,Wind energy,21.92,2015
Africa,Renewables,Wind energy,7.31,2015
Africa,Renewables,Wind energy,21.34,2015
Africa,Renewables,Wind energy,7.11,2018
Africa,Non-renewables,Fossil fuels n.e.s.,239.47,2018
Africa,Non-renewables,Fossil fuels n.e.s.,330.75,2019
Africa,Non-renewables,Fossil fuels n.e.s.,437.43,2019
Africa,Non-renewables,Fossil fuels n.e.s.,522.33,2019
Africa,Renewables,Wind energy,102.62,2019
Africa,Non-renewables,Fossil fuels n.e.s.,9.47,2018
Africa,Non-renewables,Fossil fuels n.e.s.,9.47,2018
Africa,Non-renewables,Fossil fuels n.e.s.,12.69,2018
Africa,Non-renewables,Nuclear,0.01,2016
Africa,Renewables,Wind energy,35.01,2016
Africa,Renewables,Wind energy,99.83,2016
Africa,Non-renewables,Nuclear,0.01,2019
Africa,Renewables,Wind energy,0.08,2011
Africa,Renewables,Wind energy,0.07,2010
Africa,Non-renewables,Nuclear,0.02,2009
Africa,Non-renewables,Nuclear,0.16,2010
Africa,Non-renewables,Nuclear,0.01,2010
Africa,Non-renewables,Nuclear,0.26,2010
Africa,Non-renewables,Coal and peat,0.14,2010
Africa,Non-renewables,Nuclear,0.14,2010
Africa,Non-renewables,Nuclear,0.15,2010
Africa,Non-renewables,Nuclear,0.01,2010
Africa,Renewables,Multiple renewables,2.52,2010
Africa,Non-renewables,Nuclear,0.12,2011
Africa,Renewables,Wind energy,86.03,2011
Africa,Renewables,Solar energy,33.58,2012
Africa,Renewables,Solar energy,7.53,2013
Africa,Renewables,Solar energy,5.79,2014
Africa,Renewables,Solar energy,5.79,2011
Africa,Renewables,Multiple renewables,8.4,2013
Africa,Renewables,Wind energy,113.44,2014
Africa,Non-renewables,Fossil fuels n.e.s.,29.2,2015
Africa,Non-renewables,Nuclear,0.11,2016
Africa,Non-renewables,Nuclear,0.09,2017
Africa,Non-renewables,Nuclear,0.03,2011
Africa,Non-renewables,Nuclear,0.13,2011
Africa,Non-renewables,Nuclear,0.19,2011
Africa,Non-renewables,Nuclear,0.09,2011
Africa,Non-renewables,Nuclear,0.06,2012
Africa,Non-renewables,Nuclear,0.16,2012
Africa,Non-renewables,Nuclear,0.44,2012
Africa,Non-renewables,Nuclear,0.74,2013
Africa,Non-renewables,Nuclear,0.13,2014
Africa,Renewables,Multiple renewables,11.62,2014
Africa,Renewables,Solar energy,11.62,2013
Africa,Renewables,Solar energy,11.62,2014
Africa,Renewables,Wind energy,61.76,2014
Africa,Renewables,Solar energy,0.26,2014
Africa,Renewables,Solar energy,0.62,2014
Africa,Renewables,Solar energy,0.58,2014
Africa,Renewables,Multiple renewables,0,2014
Africa,Renewables,Multiple renewables,10.78,2017
Africa,Renewables,Solar energy,0.31,2017
Africa,Non-renewables,Fossil fuels n.e.s.,117.55,2019
Africa,Non-renewables,Fossil fuels n.e.s.,187.44,2019
Africa,Non-renewables,Fossil fuels n.e.s.,205.35,2019
Africa,Renewables,Solar energy,104.23,2011
Africa,Renewables,Solar energy,25.61,2015
Africa,Renewables,Solar energy,20.49,2009
Africa,Renewables,Solar energy,20.49,2010
Africa,Renewables,Solar energy,24.58,2009
Africa,Renewables,Solar energy,24.58,2008
Africa,Renewables,Solar energy,22.53,2009
Africa,Renewables,Solar energy,15.88,2010
Africa,Renewables,Wind energy,101.14,2010
Africa,Renewables,Solar energy,20.49,2010
Africa,Renewables,Solar energy,20.49,2011
Africa,Renewables,Solar energy,0.5,2011
Africa,Renewables,Solar energy,0.02,2012
Africa,Non-renewables,Fossil fuels n.e.s.,211.39,2012
Africa,Renewables,Multiple renewables,0.02,2012
Africa,Renewables,Multiple renewables,26.89,2013
Africa,Renewables,Multiple renewables,26.89,2013
Africa,Renewables,Multiple renewables,18.42,2014
Africa,Renewables,Multiple renewables,18.59,2014
Africa,Renewables,Multiple renewables,18.59,2015
Africa,Renewables,Multiple renewables,18.42,2015
Africa,Renewables,Multiple renewables,18.42,2017
Africa,Renewables,Wind energy,26.28,2015
Africa,Renewables,Multiple renewables,26.74,2016
Africa,Renewables,Solar energy,26.74,2016
Africa,Renewables,Solar energy,27.19,2016
Africa,Renewables,Multiple renewables,18.59,2017
Africa,Renewables,Multiple renewables,26.34,2017
Africa,Renewables,Solar energy,10.75,2017
Africa,Renewables,Solar energy,28.86,2017
Africa,Renewables,Multiple renewables,83.66,2017
Africa,Renewables,Multiple renewables,8.12,2018
Africa,Renewables,Multiple renewables,59.83,2018
Africa,Renewables,Solar energy,3.31,2018
Africa,Renewables,Solar energy,0.07,2018
Africa,Renewables,Solar energy,4.5,2018
Africa,Renewables,Multiple renewables,3.34,2018
Africa,Non-renewables,Fossil fuels n.e.s.,106.66,2019
Africa,Renewables,Solar energy,12.51,2019
Africa,Renewables,Solar energy,12.51,2019
Africa,Renewables,Solar energy,12.63,2020
Africa,Renewables,Solar energy,12.51,2019
Africa,Renewables,Solar energy,12.63,2019
Africa,Renewables,Solar energy,12.63,2020
Africa,Renewables,Solar energy,11.86,2020
Africa,Non-renewables,Fossil fuels n.e.s.,106.66,2020
Africa,Renewables,Multiple renewables,0.01,2016
Africa,Renewables,Wind energy,0.71,2018
Africa,Non-renewables,Fossil fuels n.e.s.,185.57,2020
Africa,Non-renewables,Fossil fuels n.e.s.,101.22,2014
Africa,Renewables,Wind energy,0.36,2017
Africa,Renewables,Multiple renewables,0.68,2018
Africa,Non-renewables,Fossil fuels n.e.s.,206.47,2019
Africa,Renewables,Solar energy,87.79,2005
Africa,Non-renewables,Fossil fuels n.e.s.,129.97,2008
Africa,Renewables,Multiple renewables,0.06,2018
Africa,Renewables,Solar energy,0.71,2014
Africa,Non-renewables,Nuclear,0.24,2007
Africa,Renewables,Wind energy,0.01,2008
Africa,Renewables,Solar energy,0.01,2009
Africa,Renewables,Multiple renewables,1.01,2009
Africa,Renewables,Multiple renewables,0.01,2004
Africa,Non-renewables,Fossil fuels n.e.s.,59.67,2004
Africa,Renewables,Wind energy,126.68,2004
Africa,Renewables,Multiple renewables,27.99,2007
Africa,Renewables,Wind energy,87,2019
Africa,Renewables,Multiple renewables,0.01,2016
Africa,Renewables,Multiple renewables,0.01,2016
Africa,Renewables,Multiple renewables,0.86,2018
Africa,Renewables,Solar energy,0.51,2019
Africa,Non-renewables,Nuclear,0.01,2019
Africa,Renewables,Solar energy,0.7,2003
Africa,Renewables,Solar energy,46.24,2011
Africa,Renewables,Multiple renewables,3.37,2012
Africa,Renewables,Multiple renewables,200.19,2013
Africa,Renewables,Multiple renewables,0.03,2017
Africa,Renewables,Multiple renewables,1.7,2010
Africa,Renewables,Solar energy,12.29,2014
Africa,Renewables,Solar energy,3.79,2014
Africa,Renewables,Solar energy,14.03,2014
Africa,Renewables,Solar energy,3.78,2017
Africa,Renewables,Solar energy,13.57,2017
Africa,Renewables,Solar energy,13.32,2016
Africa,Renewables,Solar energy,17.21,2004
Africa,Renewables,Solar energy,6.15,2015
Africa,Renewables,Solar energy,1.49,2015
Africa,Renewables,Solar energy,13.57,2015
Africa,Renewables,Solar energy,3.74,2019
Africa,Renewables,Solar energy,12.29,2019
Africa,Renewables,Solar energy,3.38,2013
Africa,Renewables,Solar energy,12.29,2014
Africa,Renewables,Solar energy,3.38,2014
Africa,Renewables,Solar energy,12.29,2015
Africa,Renewables,Solar energy,3.38,2015
Africa,Renewables,Solar energy,6.15,2015
Africa,Renewables,Solar energy,1.49,2016
Africa,Renewables,Solar energy,18.69,2017
Africa,Renewables,Solar energy,18.69,2018
Africa,Non-renewables,Nuclear,0.25,2020
Africa,Non-renewables,Nuclear,0.15,2019
Africa,Non-renewables,Nuclear,0.1,2019
Africa,Non-renewables,Nuclear,10.74,2019
Africa,Non-renewables,Nuclear,0.29,2019
Africa,Renewables,Wind energy,116.93,2013
Africa,Renewables,Solar energy,0.11,2014
Africa,Renewables,Solar energy,0.62,2001
Africa,Renewables,Multiple renewables,153.64,2001
Africa,Renewables,Multiple renewables,4.27,2019
Africa,Renewables,Multiple renewables,4.27,2003
Africa,Renewables,Solar energy,4.27,2003
Africa,Renewables,Solar energy,4.27,2009
Africa,Renewables,Solar energy,4.27,2010
Africa,Renewables,Solar energy,4.27,2012
Africa,Renewables,Multiple renewables,29.19,2009
Africa,Non-renewables,Fossil fuels n.e.s.,95.24,2010
Africa,Renewables,Solar energy,85.76,2012
Africa,Renewables,Wind energy,362.12,2006
Africa,Renewables,Solar energy,103.1,2014
Africa,Renewables,Solar energy,0.69,2010
Africa,Renewables,Wind energy,0,2010
Africa,Renewables,Wind energy,0.01,2010
Africa,Non-renewables,Fossil fuels n.e.s.,102.57,2012
Africa,Non-renewables,Fossil fuels n.e.s.,102.57,2013
Africa,Non-renewables,Fossil fuels n.e.s.,98.25,2014
Africa,Non-renewables,Fossil fuels n.e.s.,98.25,2015
Africa,Renewables,Solar energy,2.33,2015
Africa,Renewables,Solar energy,9.04,2016
Africa,Renewables,Solar energy,131.21,2010
Africa,Non-renewables,Fossil fuels n.e.s.,14.05,2015
Africa,Renewables,Solar energy,0.24,2015
Africa,Renewables,Solar energy,0.01,2019
Africa,Non-renewables,Fossil fuels n.e.s.,140.37,2015
Africa,Renewables,Multiple renewables,256.21,2019
Africa,Renewables,Multiple renewables,310.32,2015
Africa,Renewables,Wind energy,68.57,2018
Africa,Non-renewables,Fossil fuels n.e.s.,587.73,2009
Africa,Non-renewables,Fossil fuels n.e.s.,226.73,2009
Africa,Non-renewables,Fossil fuels n.e.s.,471.84,2009
Africa,Renewables,Multiple renewables,103.51,2001
Africa,Renewables,Solar energy,153.13,2002
Africa,Renewables,Solar energy,1.96,2002
Africa,Renewables,Solar energy,28.33,2002
Africa,Renewables,Solar energy,28.18,2014
Africa,Renewables,Solar energy,28.18,2017
Africa,Renewables,Solar energy,25.26,2008
Africa,Renewables,Solar energy,0.01,2008
Africa,Non-renewables,Nuclear,1.27,2011
Africa,Renewables,Wind energy,24.97,2012
Africa,Non-renewables,Nuclear,1.87,2004
Africa,Renewables,Multiple renewables,2.31,2005
Africa,Renewables,Wind energy,0.09,2010
Africa,Renewables,Wind energy,0.11,2012
Africa,Renewables,Multiple renewables,0.04,2018
Africa,Renewables,Multiple renewables,0.01,2013
Africa,Renewables,Multiple renewables,1.01,2004
Africa,Renewables,Multiple renewables,0.68,2014
Africa,Renewables,Solar energy,0.09,2016
Africa,Renewables,Solar energy,0.1,2018
Africa,Renewables,Solar energy,0.11,2011
Africa,Renewables,Solar energy,0.05,2003
Africa,Renewables,Multiple renewables,0.02,2003
Africa,Renewables,Multiple renewables,3.28,2010
Africa,Renewables,Multiple renewables,0.14,2012
Africa,Renewables,Wind energy,0.07,2015
Africa,Renewables,Wind energy,0.03,2010
Africa,Renewables,Wind energy,0.01,2016
Africa,Renewables,Wind energy,0.25,2011
Africa,Renewables,Solar energy,14.42,2016
Africa,Renewables,Multiple renewables,85.29,2018
Africa,Renewables,Multiple renewables,0.04,2019
Africa,Non-renewables,Fossil fuels n.e.s.,11.19,2006
Africa,Non-renewables,Fossil fuels n.e.s.,1.68,2010
Africa,Renewables,Multiple renewables,0.03,2016
Africa,Renewables,Multiple renewables,0,2016
Africa,Renewables,Multiple renewables,0.47,2016
Africa,Renewables,Solar energy,0.47,2016
Africa,Renewables,Multiple renewables,0.03,2004
Africa,Renewables,Solar energy,0.03,2007
Africa,Renewables,Solar energy,1.04,2012
Africa,Renewables,Multiple renewables,2.5,2020
Africa,Renewables,Solar energy,0.45,2016
Africa,Renewables,Solar energy,0.56,2016
Africa,Renewables,Multiple renewables,8.8,2015
Africa,Renewables,Multiple renewables,0.63,2000
Africa,Renewables,Multiple renewables,0.02,2009
Africa,Renewables,Multiple renewables,0,2012
Africa,Renewables,Multiple renewables,0.02,2017
Africa,Renewables,Multiple renewables,0.93,2018
Africa,Renewables,Multiple renewables,1.01,2012
Africa,Renewables,Multiple renewables,0.15,2012
Africa,Renewables,Multiple renewables,0,2017
Africa,Renewables,Multiple renewables,1.2,2017
Africa,Renewables,Multiple renewables,2.47,2014
Africa,Renewables,Multiple renewables,1.39,2014
Africa,Renewables,Multiple renewables,0.51,2016
Africa,Renewables,Solar energy,0.27,2016
Africa,Renewables,Multiple renewables,0.57,2018
Africa,Renewables,Wind energy,223.95,2019
Africa,Renewables,Wind energy,108.89,2002
Africa,Renewables,Wind energy,292.12,2019
Africa,Renewables,Solar energy,0.5,2004
Africa,Renewables,Solar energy,0.23,2004
Africa,Renewables,Multiple renewables,0.04,2018
Africa,Renewables,Multiple renewables,0.21,2019
Africa,Renewables,Multiple renewables,0.01,2018
Africa,Renewables,Solar energy,0.05,2014
Africa,Renewables,Solar energy,0.05,2015
Africa,Renewables,Solar energy,0.04,2016
Africa,Non-renewables,Fossil fuels n.e.s.,0,2010
Africa,Renewables,Multiple renewables,0.35,2008
Africa,Renewables,Multiple renewables,1.58,2019
Africa,Renewables,Solar energy,1.58,2010
Africa,Renewables,Multiple renewables,0.05,2015
Africa,Renewables,Solar energy,0.05,2015
Africa,Renewables,Multiple renewables,0.03,2015
Africa,Renewables,Multiple renewables,0.01,2016
Africa,Renewables,Multiple renewables,0.01,2014
Africa,Renewables,Multiple renewables,0.02,2015
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Multiple renewables,0.48,2017
Africa,Renewables,Solar energy,3.33,2017
Africa,Renewables,Solar energy,0.04,2017
Africa,Renewables,Wind energy,1.77,2017
Africa,Renewables,Wind energy,2.54,2018
Africa,Renewables,Wind energy,1.6,2018
Africa,Renewables,Wind energy,0.76,2018
Africa,Renewables,Wind energy,1.06,2017
Africa,Renewables,Wind energy,0.97,2017
Africa,Renewables,Solar energy,0.03,2014
Africa,Renewables,Multiple renewables,2.31,2014
Africa,Renewables,Multiple renewables,0.04,2014
Africa,Renewables,Wind energy,0.24,2015
Africa,Renewables,Wind energy,51.33,2018
Africa,Renewables,Multiple renewables,0.12,2017
Africa,Renewables,Multiple renewables,0.02,2009
Africa,Renewables,Multiple renewables,0.11,2020
Africa,Renewables,Multiple renewables,0.02,2017
Africa,Renewables,Multiple renewables,0.04,2017
Africa,Renewables,Wind energy,0.14,2011
Africa,Non-renewables,Nuclear,0.43,2017
Africa,Non-renewables,Nuclear,1,2008
Africa,Renewables,Solar energy,0.02,2010
Africa,Non-renewables,Fossil fuels n.e.s.,0.01,2017
Africa,Renewables,Wind energy,0.03,2006
Africa,Renewables,Multiple renewables,0,2006
Africa,Renewables,Multiple renewables,0.11,2009
Africa,Renewables,Multiple renewables,0.1,2016
Africa,Renewables,Multiple renewables,0.11,2017
Africa,Renewables,Solar energy,0.11,2018
Africa,Renewables,Solar energy,0.11,2003
Africa,Renewables,Solar energy,0.11,2003
Africa,Renewables,Solar energy,0.11,2005
Africa,Renewables,Solar energy,0.11,2005
Africa,Renewables,Solar energy,0.11,2011
Africa,Renewables,Multiple renewables,0.03,2012
Africa,Renewables,Multiple renewables,0.03,2011
